gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnBinary
Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,87.17,436.79,Yes,1
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,73.08,55.59,Yes,1
Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.52,861.64,Yes,1
Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,12.91,547.29,No,0
Male,0,Yes,No,3,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,52.35,161.53,No,0
Female,0,No,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.34,1231.37,No,0
Male,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.31,1756.91,No,0
Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.64,457.04,No,0
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.14,202.37,Yes,1
Female,0,No,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,15.68,240.45,No,0
Female,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),86.34,1379.1,No,0
Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.86,511.11,Yes,1
Female,1,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),87.3,611.79,No,0
Female,1,No,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),62.35,1131.38,No,0
Female,0,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.47,866.89,No,0
Male,0,Yes,No,19,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),66.59,1265.11,No,0
Male,0,Yes,Yes,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.71,46.76,No,0
Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),73.93,1847.01,Yes,1
Female,0,Yes,No,11,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),63.18,694.18,No,0
Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),68.31,395.86,Yes,1
Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),86.81,177.26,No,0
Female,0,No,No,3,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.66,233.83,Yes,1
Male,0,Yes,No,22,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),65.66,1435.87,Yes,1
Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,89.17,346.07,No,0
Female,0,Yes,No,7,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),51.64,360.28,No,0
Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.99,122.57,No,0
Female,0,No,Yes,16,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.84,1360.56,No,0
Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.16,1397.92,No,0
Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),91.13,82.98,No,0
Male,0,No,No,23,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.95,1153.45,No,0
Male,0,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.49,198.43,No,0
Male,1,Yes,No,14,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,51.05,723.88,No,0
Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,85.86,1617.46,Yes,1
Female,1,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.76,1611.94,No,0
Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.44,257.77,Yes,1
Male,0,Yes,No,5,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),63.9,308.38,No,0
Male,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),36.06,1638.04,No,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,65.11,66.72,Yes,1
Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),78.54,169.55,No,0
Female,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.07,170.05,No,0
Female,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.24,926.39,No,0
Male,1,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,79.09,250.01,No,0
Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,76.71,5503.35,Yes,1
Female,0,Yes,No,25,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,58.94,1485.3,No,0
Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),85.2,2742.14,No,0
Male,0,No,Yes,72,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,55.71,4006.78,No,0
Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),82.15,5657.82,No,0
Female,0,No,Yes,20,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.75,1567.86,No,0
Female,1,Yes,No,23,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,54.57,1275.53,No,0
Female,0,Yes,No,8,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.38,569.45,No,0
Female,0,No,No,10,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,91.95,929.92,No,0
Male,0,Yes,Yes,16,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),64.14,1014.78,No,0
Male,1,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.47,190.56,Yes,1
Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,15.38,85.28,No,0
Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.98,485.9,Yes,1
Female,0,Yes,No,65,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,86.7,5658.73,No,0
Male,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.77,1964.21,No,0
Male,0,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.38,17.7,Yes,1
Male,0,Yes,No,14,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.65,854.31,Yes,1
Male,1,No,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),89.6,6447.38,No,0
Female,1,Yes,No,35,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.86,1699.56,No,0
Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.09,50.16,No,0
Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.43,2293.56,Yes,1
Male,1,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),35.49,1347.09,No,0
Male,1,Yes,Yes,1,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,64.09,59.16,Yes,1
Male,0,No,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,75.98,5467.39,No,0
Male,0,Yes,Yes,6,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),62.51,409.67,Yes,1
Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.33,377.43,Yes,1
Female,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.49,246.3,No,0
Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.91,711.14,No,0
Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.91,587.48,No,0
Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.24,2687.76,No,0
Male,1,No,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.29,562.8,No,0
Female,0,No,No,24,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),56.62,1360.41,No,0
Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.77,357.08,No,0
Male,0,Yes,Yes,36,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.35,3077.6,No,0
Male,0,Yes,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,85.75,2583.75,No,0
Female,0,Yes,No,10,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),50.33,483.0,No,0
Female,0,Yes,No,34,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),50.81,1736.12,No,0
Male,0,No,Yes,27,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,62.49,1682.51,No,0
Female,1,No,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.18,2040.27,Yes,1
Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),17.72,597.99,No,0
Male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.16,56.96,No,0
Male,0,No,Yes,36,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),57.44,2063.21,No,0
Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.39,695.99,No,0
Female,0,No,No,15,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),58.34,884.03,No,0
Male,1,No,Yes,8,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),62.1,500.39,No,0
Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),80.31,639.35,No,0
Female,0,No,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.22,247.04,No,0
Male,1,Yes,Yes,6,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.5,299.39,No,0
Female,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.08,1220.27,No,0
Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.49,1165.31,Yes,1
Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.49,1593.81,No,0
Male,0,Yes,No,3,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,59.75,179.42,Yes,1
Female,0,No,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),80.06,802.13,No,0
Female,0,No,Yes,72,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),61.32,4410.7,No,0
Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.63,233.99,Yes,1
Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,74.97,1485.06,No,0
Female,0,Yes,No,46,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,68.04,3120.3,No,0
Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),85.99,6215.21,Yes,1
Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.58,877.37,Yes,1
Female,1,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),14.79,350.58,No,0
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.96,59.01,Yes,1
Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,79.48,474.55,Yes,1
Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.94,1322.44,Yes,1
Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),87.91,427.72,No,0
Male,1,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.36,325.55,No,0
Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,73.56,5299.52,No,0
Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.98,4128.06,No,0
Male,0,No,No,72,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,61.23,4424.33,No,0
Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.7,296.72,Yes,1
Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.29,205.56,No,0
Male,0,Yes,Yes,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,63.26,3652.76,No,0
Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),94.57,4537.63,No,0
Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.25,739.53,Yes,1
Male,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.06,349.86,No,0
Female,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.8,1492.01,No,0
Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,85.76,2222.91,No,0
Male,1,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),90.96,1102.28,Yes,1
Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,76.08,1985.93,Yes,1
Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.86,174.42,Yes,1
Male,0,No,No,63,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,65.22,4103.97,No,0
Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.79,164.41,No,0
Female,1,Yes,Yes,7,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,57.88,418.35,No,0
Female,0,Yes,Yes,17,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,58.16,988.38,No,0
Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),90.83,2271.3,No,0
Male,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,17.89,203.74,Yes,1
Female,0,No,No,3,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,76.23,211.69,Yes,1
Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.5,876.85,No,0
Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.44,1227.79,No,0
Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.38,80.4,No,0
Male,0,No,Yes,9,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,72.18,643.64,Yes,1
Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.8,2965.74,Yes,1
Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.96,354.24,Yes,1
Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,101.58,7305.14,No,0
Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.91,1111.28,Yes,1
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.47,192.03,No,0
Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.64,1712.77,No,0
Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,92.3,4723.27,No,0
Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.7,166.03,Yes,1
Male,1,Yes,No,8,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,71.14,582.13,Yes,1
Male,1,Yes,No,8,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,54.97,431.3,No,0
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.13,423.52,No,0
Female,0,Yes,No,23,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,67.51,1543.33,No,0
Male,0,No,No,14,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,75.35,1052.09,No,0
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,68.26,77.58,Yes,1
Male,0,No,No,27,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.33,2170.63,No,0
Male,0,No,No,3,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.5,193.43,No,0
Female,1,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.72,1151.35,No,0
Female,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),49.29,361.25,No,0
Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,1305.57,No,0
Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.48,92.74,Yes,1
Female,0,No,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.6,313.43,Yes,1
Female,0,Yes,No,39,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,63.09,2460.51,Yes,1
Female,0,No,No,9,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.99,649.69,Yes,1
Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.52,2262.63,Yes,1
Male,0,Yes,No,48,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,61.85,2968.56,No,0
Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),81.5,1791.55,Yes,1
Male,0,No,Yes,33,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,66.19,2182.44,Yes,1
Male,0,Yes,Yes,9,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.29,573.0,No,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),70.36,98.41,Yes,1
Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.94,2268.37,Yes,1
Male,1,Yes,No,3,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.22,191.59,Yes,1
Male,0,Yes,No,14,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,47.62,652.52,Yes,1
Male,1,No,No,13,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,85.24,1108.94,No,0
Male,1,No,No,51,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,59.38,3025.94,No,0
Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.19,13.98,Yes,1
Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),97.66,2048.34,No,0
Female,1,No,No,5,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.17,262.98,Yes,1
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,90.76,6547.94,No,0
Male,0,No,No,10,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,92.72,920.16,Yes,1
Female,1,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.83,122.85,No,0
Female,0,Yes,No,45,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.79,2291.05,No,0
Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),87.7,2275.4,No,0
Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,88.07,5559.42,No,0
Male,0,No,Yes,72,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),53.61,3865.08,No,0
Female,0,No,No,15,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.62,996.01,Yes,1
Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,78.97,1115.39,No,0
Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,17.11,272.43,No,0
Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,79.74,3666.72,No,0
Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,75.78,380.96,Yes,1
Male,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.21,2894.79,No,0
Male,0,No,Yes,3,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,58.4,165.44,No,0
Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.81,962.18,No,0
Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.95,692.88,No,0
Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),83.33,6009.65,No,0
Female,1,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.35,1584.87,No,0
Female,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.4,1838.41,Yes,1
