customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03787,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.11,1301.04,No
CUST-03788,Male,0,No,Yes,72,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,80.09,5750.85,No
CUST-03789,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),86.1,6212.95,No
CUST-03790,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),86.86,77.67,Yes
CUST-03791,Female,0,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.43,588.43,No
CUST-03792,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,74.4,1429.42,Yes
CUST-03793,Male,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.78,697.32,No
CUST-03794,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.31,294.75,No
CUST-03795,Male,1,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),81.51,980.37,No
CUST-03796,Female,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,80.33,2482.07,No
CUST-03797,Male,0,Yes,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.37,763.99,No
CUST-03798,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.41,163.68,Yes
CUST-03799,Male,1,Yes,Yes,29,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),49.23,1449.52,Yes
CUST-03800,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),76.62,238.04,No
CUST-03801,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.8,44.34,No
CUST-03802,Female,0,No,No,28,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,54.6,1531.55,No
CUST-03803,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,83.86,6056.41,No
CUST-03804,Female,0,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.59,48.61,No
CUST-03805,Female,0,Yes,No,9,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),56.2,509.46,No
CUST-03806,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),72.64,79.21,No
CUST-03807,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.29,237.72,No
CUST-03808,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),93.23,6699.0,No
CUST-03809,Male,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),91.59,1379.31,Yes
CUST-03810,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,91.29,655.44,No
CUST-03811,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.81,1636.92,No
CUST-03812,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,81.69,1306.66,Yes
CUST-03813,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),81.77,2052.21,No
CUST-03814,Male,1,Yes,No,16,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,72.69,1155.92,Yes
CUST-03815,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,94.74,842.06,Yes
CUST-03816,Female,1,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.03,2141.99,Yes
CUST-03817,Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),59.24,4260.1,No
CUST-03818,Female,1,No,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,82.87,504.38,No
CUST-03819,Male,0,Yes,No,31,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,68.65,2114.54,No
CUST-03820,Male,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.67,1151.68,No
CUST-03821,Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,89.43,5820.31,Yes
CUST-03822,Female,0,No,No,6,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,57.1,336.57,No
CUST-03823,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),78.78,5680.5,No
CUST-03824,Male,0,Yes,No,12,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,71.07,876.61,No
CUST-03825,Male,0,Yes,Yes,27,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,63.15,1721.64,No
CUST-03826,Female,0,Yes,Yes,21,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,84.08,1769.76,No
CUST-03827,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.63,67.69,Yes
CUST-03828,Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),35.21,897.94,Yes
CUST-03829,Male,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,92.88,1503.21,No
CUST-03830,Female,0,Yes,Yes,72,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),84.06,6069.23,No
CUST-03831,Female,0,Yes,No,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,63.55,2021.28,Yes
CUST-03832,Female,0,No,No,24,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,57.46,1368.06,No
CUST-03833,Female,1,Yes,Yes,1,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),62.25,46.12,No
CUST-03834,Female,0,No,No,7,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.46,425.98,No
CUST-03835,Male,0,No,Yes,18,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,55.79,1013.1,No
CUST-03836,Female,0,No,No,18,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.99,942.76,No
CUST-03837,Male,0,No,No,12,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,58.15,706.92,No
CUST-03838,Female,0,No,No,36,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),74.85,2692.76,No
CUST-03839,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,59.97,50.9,Yes
CUST-03840,Female,0,No,No,4,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.66,342.4,No
CUST-03841,Female,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.17,41.45,Yes
CUST-03842,Male,0,No,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.4,417.07,No
CUST-03843,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),85.24,1543.43,Yes
CUST-03844,Female,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,33.71,583.03,Yes
CUST-03845,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.31,2135.69,Yes
CUST-03846,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),80.89,2093.29,Yes
CUST-03847,Female,0,No,No,72,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,67.24,4844.08,No
CUST-03848,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),43.47,45.68,No
CUST-03849,Male,0,Yes,No,26,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),59.52,1568.79,No
CUST-03850,Male,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,63.97,317.13,Yes
CUST-03851,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,47.96,56.97,No
CUST-03852,Male,0,Yes,No,48,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),67.87,3261.0,No
CUST-03853,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.37,97.48,Yes
CUST-03854,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,82.42,654.93,No
CUST-03855,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.85,67.31,Yes
CUST-03856,Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.21,305.31,Yes
CUST-03857,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),71.38,1078.42,No
CUST-03858,Male,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,56.89,261.23,No
CUST-03859,Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),88.17,698.65,No
CUST-03860,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,17.39,1237.77,No
CUST-03861,Female,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.37,747.63,No
CUST-03862,Female,1,No,No,8,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.27,684.45,Yes
CUST-03863,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,81.12,1945.06,No
CUST-03864,Female,0,No,Yes,1,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),65.1,59.23,No
CUST-03865,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.73,358.16,No
CUST-03866,Female,1,Yes,No,16,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,46.07,738.09,Yes
CUST-03867,Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.5,519.26,No
CUST-03868,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,81.68,421.32,No
CUST-03869,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.7,27.71,Yes
CUST-03870,Female,0,No,No,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,82.88,5211.27,No
CUST-03871,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.48,1446.09,No
CUST-03872,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.05,567.67,No
CUST-03873,Male,0,No,Yes,33,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,84.81,2794.03,Yes
CUST-03874,Female,0,Yes,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,75.03,2256.37,No
CUST-03875,Female,0,No,Yes,72,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),54.21,3888.84,No
CUST-03876,Male,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.5,729.39,No
CUST-03877,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),90.06,2422.4,Yes
CUST-03878,Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.89,964.12,Yes
CUST-03879,Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.34,466.52,Yes
CUST-03880,Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,81.38,634.06,No
CUST-03881,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.95,462.98,No
CUST-03882,Female,0,Yes,No,66,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,47.47,3138.94,No
CUST-03883,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.43,170.6,No
CUST-03884,Female,0,Yes,Yes,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.16,797.29,No
CUST-03885,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,17.09,31.23,No
CUST-03886,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.38,967.27,Yes
CUST-03887,Female,0,No,Yes,62,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,66.62,4137.6,No
CUST-03888,Male,0,Yes,No,27,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,69.42,1865.86,No
CUST-03889,Male,0,No,No,3,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,79.61,252.99,No
CUST-03890,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,83.44,5999.67,Yes
CUST-03891,Female,0,No,No,49,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,80.69,3958.32,No
CUST-03892,Male,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.51,176.76,No
CUST-03893,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),84.12,82.24,Yes
CUST-03894,Male,0,No,No,17,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,50.44,854.67,No
CUST-03895,Female,1,Yes,No,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),57.87,1449.07,No
CUST-03896,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.91,49.7,Yes
CUST-03897,Male,0,Yes,No,6,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,48.13,285.34,No
CUST-03898,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.47,1505.79,No
CUST-03899,Male,0,Yes,No,32,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,58.84,1879.82,No
CUST-03900,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.86,264.05,Yes
CUST-03901,Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.1,813.1,Yes
CUST-03902,Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,909.33,No
CUST-03903,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,51.37,300.21,Yes
CUST-03904,Male,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,32.84,1483.12,No
CUST-03905,Male,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.45,338.33,No
CUST-03906,Female,0,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),75.29,1197.8,No
CUST-03907,Male,0,Yes,Yes,10,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,62.39,635.79,No
CUST-03908,Male,1,Yes,No,12,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,59.84,715.07,Yes
CUST-03909,Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.98,817.19,No
CUST-03910,Male,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,89.23,3838.23,No
CUST-03911,Female,0,Yes,No,3,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),74.95,233.99,No
CUST-03912,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,29.42,2120.78,No
CUST-03913,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),93.19,3537.86,No
CUST-03914,Male,1,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.56,448.74,Yes
CUST-03915,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.85,1053.8,No
CUST-03916,Female,1,Yes,No,20,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),58.29,1145.93,No
CUST-03917,Female,0,Yes,No,25,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,70.19,1759.68,No
CUST-03918,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.18,733.91,Yes
CUST-03919,Female,1,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.47,542.17,Yes
CUST-03920,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.86,3089.96,Yes
CUST-03921,Male,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),49.46,307.97,No
CUST-03922,Male,0,No,No,18,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.24,1086.9,Yes
CUST-03923,Female,1,No,No,7,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),81.05,547.29,Yes
CUST-03924,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.25,938.31,Yes
CUST-03925,Female,1,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.33,255.3,Yes
CUST-03926,Female,0,No,No,14,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),61.13,858.15,No
CUST-03927,Male,0,Yes,No,9,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),48.57,440.01,No
CUST-03928,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),15.46,1113.58,No
CUST-03929,Male,0,No,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),74.73,905.29,No
CUST-03930,Female,1,Yes,No,15,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),66.24,981.35,No
CUST-03931,Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,99.28,1083.99,Yes
CUST-03932,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,76.67,71.1,Yes
CUST-03933,Male,0,Yes,No,1,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),53.66,61.55,Yes
CUST-03934,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,75.58,669.95,No
CUST-03935,Male,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.39,102.09,No
CUST-03936,Female,1,No,Yes,1,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,63.67,75.5,No
CUST-03937,Female,1,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.45,435.68,Yes
CUST-03938,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.54,407.65,No
CUST-03939,Male,1,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),80.43,5782.23,No
CUST-03940,Male,1,Yes,No,50,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),88.53,4424.42,No
CUST-03941,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,90.86,1356.57,No
CUST-03942,Female,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.79,52.77,Yes
CUST-03943,Female,1,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.46,960.14,No
CUST-03944,Female,0,Yes,No,5,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.49,264.79,No
CUST-03945,Male,1,No,No,3,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,53.65,141.61,No
CUST-03946,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),81.83,5898.12,No
CUST-03947,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.51,693.95,No
CUST-03948,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),73.09,871.98,No
CUST-03949,Male,0,No,No,25,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.74,1485.76,Yes
CUST-03950,Male,0,No,No,1,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,79.35,69.61,Yes
CUST-03951,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,83.84,2275.08,No
CUST-03952,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),88.78,437.98,Yes
CUST-03953,Female,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),65.71,4735.09,No
CUST-03954,Male,0,Yes,No,53,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),76.39,4046.23,No
CUST-03955,Female,1,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),75.88,473.82,No
CUST-03956,Female,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),84.27,3171.57,No
CUST-03957,Male,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,80.09,1692.93,No
CUST-03958,Male,0,No,Yes,13,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,92.14,1205.67,No
CUST-03959,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,11.97,0.0,No
CUST-03960,Female,0,No,No,19,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),74.23,1404.9,No
CUST-03961,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.1,221.48,No
CUST-03962,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),85.31,3489.7,No
CUST-03963,Male,0,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),28.13,435.46,No
CUST-03964,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,81.41,81.42,No
